"","PSU","DROP_CD","SPECIES_CD","SCIENTIFIC_NAME","COMMON_NAME","BFISH","OFFICIAL_DEPTH_M","LENGTH_CM","Island"
"1","104","20170310_232508","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_S",222,46.65392,"Big Island"
"2","104","20170310_232508","APRU","Aphareus rutilans","Lehi","BFISH_2017_S",222,48.70524,"Big Island"
"3","104","20170310_230006","ETCO","Etelis coruscans","Onaga","BFISH_2017_S",242,36.57922,"Big Island"
"4","1178","20161030_234808","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",180.405,33.0264,"Big Island"
"5","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,53.92496667,"Maui Nui"
"6","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,58.418,"Maui Nui"
"7","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,53.6671,"Maui Nui"
"8","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,64.22293333,"Maui Nui"
"9","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,54.48023333,"Maui Nui"
"10","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,51.2599,"Maui Nui"
"11","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,64.1731,"Maui Nui"
"12","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,50.68443333,"Maui Nui"
"13","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,53.4073,"Maui Nui"
"14","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,41.92033333,"Maui Nui"
"15","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,38.00806667,"Maui Nui"
"16","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,111.5969333,"Maui Nui"
"17","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,34.9913,"Maui Nui"
"18","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,36.2469,"Maui Nui"
"19","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,36.99863333,"Maui Nui"
"20","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,35.0383,"Maui Nui"
"21","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,36.975,"Maui Nui"
"22","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,36.7605,"Maui Nui"
"23","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,37.37826667,"Maui Nui"
"24","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,36.81043333,"Maui Nui"
"25","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,37.6546,"Maui Nui"
"26","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,34.16616667,"Maui Nui"
"27","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,37.32103333,"Maui Nui"
"28","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,41.65656667,"Maui Nui"
"29","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,37.50806667,"Maui Nui"
"30","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,38.03473333,"Maui Nui"
"31","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,38.29426667,"Maui Nui"
"32","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,39.05993333,"Maui Nui"
"33","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,53.12113333,"Maui Nui"
"34","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,56.96826667,"Maui Nui"
"35","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,54.29256667,"Maui Nui"
"36","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,62.24423333,"Maui Nui"
"37","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,40.45906667,"Maui Nui"
"38","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,39.59276667,"Maui Nui"
"39","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,36.59246667,"Maui Nui"
"40","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,38.0708,"Maui Nui"
"41","12095","20190920_200547","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",156.315,38.17976667,"Maui Nui"
"42","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,53.3274,"Maui Nui"
"43","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,61.013,"Maui Nui"
"44","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,57.67996667,"Maui Nui"
"45","12095","20190920_200547","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",156.315,42.44356667,"Maui Nui"
"46","12095","20190920_201826","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",162.255,53.72353333,"Maui Nui"
"47","12095","20190920_201826","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",162.255,64.6977,"Maui Nui"
"48","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,50.9157,"Maui Nui"
"49","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,55.73023333,"Maui Nui"
"50","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,51.0502,"Maui Nui"
"51","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,39.10373333,"Maui Nui"
"52","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,40.93165,"Maui Nui"
"53","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,47.21696667,"Maui Nui"
"54","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,47.26896667,"Maui Nui"
"55","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,51.0735,"Maui Nui"
"56","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,49.572,"Maui Nui"
"57","12569","20190920_183712","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",142.515,61.28585,"Maui Nui"
"58","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,50.23295,"Maui Nui"
"59","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,52.83023333,"Maui Nui"
"60","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,62.0651,"Maui Nui"
"61","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,50.45803333,"Maui Nui"
"62","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,62.28865,"Maui Nui"
"63","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,60.56935,"Maui Nui"
"64","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,47.47985,"Maui Nui"
"65","12569","20190920_185412","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",140.78,52.9664,"Maui Nui"
"66","14439","20190913_235836","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",183.13,67.31605,"Maui Nui"
"67","14667","20161014_192048","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",166.56,55.2442,"Maui Nui"
"68","14667","20161014_192048","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",166.56,55.2409,"Maui Nui"
"69","14667","20161014_195142","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",189.56,52.8324,"Maui Nui"
"70","14667","20161014_195142","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",189.56,48.2866,"Maui Nui"
"71","15034","20190912_204032","ETCA","Etelis carbunculus","Ehu","BFISH_2019_F",222.505,40.1965,"Maui Nui"
"72","15034","20190912_212949","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",225.63,15.6036,"Maui Nui"
"73","15034","20190912_212949","ETCA","Etelis carbunculus","Ehu","BFISH_2019_F",225.63,41.32686667,"Maui Nui"
"74","15034","20190912_212949","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",225.63,19.96686667,"Maui Nui"
"75","15034","20190912_212949","ETCA","Etelis carbunculus","Ehu","BFISH_2019_F",225.63,41.8518,"Maui Nui"
"76","15034","20190912_212949","HYQU","Hyporthodus quernus","Hapuupuu","BFISH_2019_F",225.63,55.2588,"Maui Nui"
"77","15347","20161014_192420","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2016_F",159.155,32.7631,"Maui Nui"
"78","15347","20161014_192420","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2016_F",159.155,27.3647,"Maui Nui"
"79","15480","20190913_214321","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",134.565,56.28436667,"Maui Nui"
"80","15480","20190913_214321","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",134.565,56.89986667,"Maui Nui"
"81","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,22.332,"Maui Nui"
"82","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,27.1394,"Maui Nui"
"83","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,24.47026667,"Maui Nui"
"84","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,26.00853333,"Maui Nui"
"85","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,25.72586667,"Maui Nui"
"86","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,20.98716667,"Maui Nui"
"87","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,28.21256667,"Maui Nui"
"88","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,28.93906667,"Maui Nui"
"89","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,29.86283333,"Maui Nui"
"90","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,27.63723333,"Maui Nui"
"91","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,25.6474,"Maui Nui"
"92","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,27.24113333,"Maui Nui"
"93","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,23.81943333,"Maui Nui"
"94","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,23.37146667,"Maui Nui"
"95","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,28.725,"Maui Nui"
"96","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,26.93576667,"Maui Nui"
"97","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,26.0999,"Maui Nui"
"98","15480","20190913_214321","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",134.565,32.39966667,"Maui Nui"
"99","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,29.23246667,"Maui Nui"
"100","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,24.65686667,"Maui Nui"
"101","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,29.10396667,"Maui Nui"
"102","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,25.44263333,"Maui Nui"
"103","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,20.8417,"Maui Nui"
"104","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,23.56293333,"Maui Nui"
"105","15480","20190913_214321","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2019_F",134.565,24.368,"Maui Nui"
"106","15969","20190912_184019","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",102.94,68.38895,"Maui Nui"
"107","15969","20190912_185309","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",103.75,64.64843333,"Maui Nui"
"108","15969","20190912_185309","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",103.75,56.827,"Maui Nui"
"109","15975","20190912_190024","ETCA","Etelis carbunculus","Ehu","BFISH_2019_F",178.94,40.36413333,"Maui Nui"
"110","15975","20190912_190024","ETCA","Etelis carbunculus","Ehu","BFISH_2019_F",178.94,53.30513333,"Maui Nui"
"111","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,38.12613333,"Maui Nui"
"112","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,39.41086667,"Maui Nui"
"113","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,38.3938,"Maui Nui"
"114","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,42.1865,"Maui Nui"
"115","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,37.1173,"Maui Nui"
"116","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,38.33843333,"Maui Nui"
"117","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,34.95856667,"Maui Nui"
"118","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,36.86866667,"Maui Nui"
"119","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,35.3636,"Maui Nui"
"120","15979","20181025_192731","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",148,56.8097,"Maui Nui"
"121","15979","20181025_192731","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",148,42.2205,"Maui Nui"
"122","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,38.46843333,"Maui Nui"
"123","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,34.47956667,"Maui Nui"
"124","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,34.44473333,"Maui Nui"
"125","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,34.36783333,"Maui Nui"
"126","15979","20181025_193820","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",154,65.93,"Maui Nui"
"127","15979","20181025_192731","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",148,38.23453333,"Maui Nui"
"128","15984","20181025_200752","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",173,55.56913333,"Maui Nui"
"129","15984","20181025_200752","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2018_F",173,17.2933,"Maui Nui"
"130","15984","20181025_200752","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",173,52.51153333,"Maui Nui"
"131","16001","20190913_202357","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",150.065,55.9517,"Maui Nui"
"132","16001","20190913_202357","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",150.065,29.51883333,"Maui Nui"
"133","16001","20190913_202357","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",150.065,25.3415,"Maui Nui"
"134","16095","20181025_192242","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",102,63.8254,"Maui Nui"
"135","16310","20181025_201106","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",115,59.87293333,"Maui Nui"
"136","17007","20190913_003423","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",109.88,47.76833333,"Maui Nui"
"137","1734","20161030_004653","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",123.905,30.7555,"Big Island"
"138","18","20170309_231248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_S",150,33.77376,"Big Island"
"139","18","20170309_231248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_S",150,30.62092,"Big Island"
"140","18","20170309_231248","APRU","Aphareus rutilans","Lehi","BFISH_2017_S",150,40.53804,"Big Island"
"141","18","20170309_233121","APRU","Aphareus rutilans","Lehi","BFISH_2017_S",142,63.54576,"Big Island"
"142","18","20170309_233121","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_S",142,55.97828,"Big Island"
"143","18160","20161102_202222","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",143.655,64.9923,"Maui Nui"
"144","18162","20161102_211543","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",136.405,45.4596,"Maui Nui"
"145","18346","20161102_191644","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",91.405,60.4064,"Maui Nui"
"146","1835","20161029_205921","PRZO","Pristipomoides zonatus","Gindai","BFISH_2016_F",198.155,33.0791,"Big Island"
"147","1845","20161030_001103","ETCA","Etelis carbunculus","Ehu","BFISH_2016_F",211.06,42.8265,"Big Island"
"148","19178","20161102_204446","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2016_F",203.56,55.135,"Maui Nui"
"149","20070","20181029_233248","APRU","Aphareus rutilans","Lehi","BFISH_2018_F",110,56.3626,"Maui Nui"
"150","20070","20181029_233248","APRU","Aphareus rutilans","Lehi","BFISH_2018_F",110,50.35203333,"Maui Nui"
"151","20070","20181029_233248","APRU","Aphareus rutilans","Lehi","BFISH_2018_F",110,55.3163,"Maui Nui"
"152","20070","20181029_233248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",110,49.91283333,"Maui Nui"
"153","20070","20181029_233248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",110,55.21466667,"Maui Nui"
"154","20070","20181029_233248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",110,54.75,"Maui Nui"
"155","20070","20181029_233248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",110,51.51903333,"Maui Nui"
"156","20070","20181029_233248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",110,48.73983333,"Maui Nui"
"157","20070","20181029_233248","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",110,41.91083333,"Maui Nui"
"158","2071","20181019_183607","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",101,23.95976667,"Big Island"
"159","2071","20181019_183607","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",101,21.70396667,"Big Island"
"160","20929","20190915_001714","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",152.44,61.39286667,"Maui Nui"
"161","20929","20190915_001714","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",152.44,70.98006667,"Maui Nui"
"162","20929","20190915_001714","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",152.44,66.22266667,"Maui Nui"
"163","20929","20190915_001714","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",152.44,65.19516667,"Maui Nui"
"164","21140","20190914_234157","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",173.625,64.34103333,"Maui Nui"
"165","21140","20190914_234157","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",173.625,66.73803333,"Maui Nui"
"166","21140","20190914_234157","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",173.625,62.39826667,"Maui Nui"
"167","21140","20190914_234157","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",173.625,70.04236667,"Maui Nui"
"168","21528","20181029_224749","ETCA","Etelis carbunculus","Ehu","BFISH_2018_F",207,36.36143333,"Maui Nui"
"169","21528","20181029_224749","ETCA","Etelis carbunculus","Ehu","BFISH_2018_F",207,39.56556667,"Maui Nui"
"170","21528","20181029_224749","ETCA","Etelis carbunculus","Ehu","BFISH_2018_F",207,38.5513,"Maui Nui"
"171","21528","20181029_224749","ETCA","Etelis carbunculus","Ehu","BFISH_2018_F",207,45.36263333,"Maui Nui"
"172","2164","20181019_184418","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",116,51.7528,"Big Island"
"173","21772","20190926_194111","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",157.89,49.0134,"Maui Nui"
"174","21772","20190926_194111","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",157.89,49.0939,"Maui Nui"
"175","21772","20190926_195528","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2019_F",160.28,51.72213333,"Maui Nui"
"176","21773","20181029_203422","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",141,48.95743333,"Maui Nui"
"177","21773","20181029_203422","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",141,56.09606667,"Maui Nui"
"178","21773","20181029_203422","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",141,49.85056667,"Maui Nui"
"179","21773","20181029_203422","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",141,70.36103333,"Maui Nui"
"180","21773","20181029_203422","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2018_F",141,60.30553333,"Maui Nui"
"181","22034","20171102_001900","ETCO","Etelis coruscans","Onaga","BFISH_2017_F",231,62.67518,"Maui Nui"
"182","22034","20171102_001900","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",231,63.36534,"Maui Nui"
"183","22034","20171102_001900","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",231,66.23256,"Maui Nui"
"184","22034","20171102_003023","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",215,54.45082,"Maui Nui"
"185","22034","20171102_001900","ETCO","Etelis coruscans","Onaga","BFISH_2017_F",231,66.56148,"Maui Nui"
"186","22278","20171026_214242","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",199,46.33583333,"Maui Nui"
"187","22278","20171026_214242","APRU","Aphareus rutilans","Lehi","BFISH_2017_F",199,64.0188,"Maui Nui"
"188","22278","20171026_214242","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",199,48.91446667,"Maui Nui"
"189","22278","20171026_214242","APRU","Aphareus rutilans","Lehi","BFISH_2017_F",199,63.7075,"Maui Nui"
"190","22283","20171026_235350","APRU","Aphareus rutilans","Lehi","BFISH_2017_F",173,59.4877,"Maui Nui"
"191","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,36.67884,"Maui Nui"
"192","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,33.69426,"Maui Nui"
"193","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,32.54192,"Maui Nui"
"194","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,33.35534,"Maui Nui"
"195","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,35.50798,"Maui Nui"
"196","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,36.17098,"Maui Nui"
"197","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,33.07778,"Maui Nui"
"198","22283","20171026_235350","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",173,52.62474,"Maui Nui"
"199","22283","20171026_235350","HYQU","Hyporthodus quernus","Hapuupuu","BFISH_2017_F",173,57.2762,"Maui Nui"
"200","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,35.77718,"Maui Nui"
"201","22283","20171026_235350","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",173,36.6014,"Maui Nui"
"202","2232","20161101_235941","ETCA","Etelis carbunculus","Ehu","BFISH_2016_F",184.655,46.4804,"Big Island"
"203","2232","20161101_235941","ETCA","Etelis carbunculus","Ehu","BFISH_2016_F",184.655,29.6168,"Big Island"
"204","2232","20161101_235941","ETCA","Etelis carbunculus","Ehu","BFISH_2016_F",184.655,38.0498,"Big Island"
"205","2232","20161101_235941","ETCA","Etelis carbunculus","Ehu","BFISH_2016_F",184.655,26.8546,"Big Island"
"206","22362","20171025_222716","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",95,61.75006667,"Maui Nui"
"207","22362","20171025_222716","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",95,61.66903333,"Maui Nui"
"208","22534","20171026_233238","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",238,58.28823333,"Maui Nui"
"209","22534","20171026_233238","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",238,60.839,"Maui Nui"
"210","22534","20171026_233238","ETCO","Etelis coruscans","Onaga","BFISH_2017_F",238,79.12526667,"Maui Nui"
"211","22769","20171026_191114","PRSI","Pristipomoides sieboldii","Kalekale","BFISH_2017_F",170,37.62026667,"Maui Nui"
"212","23017","20171026_194021","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",131,66.6652,"Maui Nui"
"213","23017","20171026_194021","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",131,57.43146667,"Maui Nui"
"214","23017","20171026_194021","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",131,60.6121,"Maui Nui"
"215","23017","20171026_194021","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",131,56.7248,"Maui Nui"
"216","23017","20171026_194021","PRFI","Pristipomoides filamentosus","Opakapaka","BFISH_2017_F",131,54.15236667,"Maui Nui"
