"","PSU","SAMPLE_ID","SPECIES_CD","SCIENTIFIC_NAME","COMMON_NAME","LENGTH_CM","WEIGHT_LB","BFISH","SAMPLE_MEAN_DEPTH_M","Island"
"1","10001","201911040752NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",292.1508,"Big Island"
"2","10001","201911040752NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",292.1508,"Big Island"
"3","10001","201911040752NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",292.1508,"Big Island"
"4","1001","201609260625MIAB","EUIL","Eumegistus illustris","Monchong",64.5,NA,"BFISH_2016_F",253,"Big Island"
"5","1001","201609260625MIAB","SEDU","Seriola dumerili","Greater amberjack",74,NA,"BFISH_2016_F",253,"Big Island"
"6","1001","201609260625MIAB","ETCA","Etelis carbunculus","Ehu",37,NA,"BFISH_2016_F",253,"Big Island"
"7","1001","201609260625MIAB","ETCA","Etelis carbunculus","Ehu",39,NA,"BFISH_2016_F",253,"Big Island"
"8","1001","201609260625MIAB","SEDU","Seriola dumerili","Greater amberjack",63,NA,"BFISH_2016_F",253,"Big Island"
"9","1001","201609260625MIAB","SEDU","Seriola dumerili","Greater amberjack",75,NA,"BFISH_2016_F",253,"Big Island"
"10","1001","201609260625MIAB","SEDU","Seriola dumerili","Greater amberjack",78,NA,"BFISH_2016_F",253,"Big Island"
"11","1001","201609260625MIAB","ETCA","Etelis carbunculus","Ehu",32,NA,"BFISH_2016_F",253,"Big Island"
"12","10011","201911031746NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",255.1176,"Big Island"
"13","10011","201911031746NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",255.1176,"Big Island"
"14","10011","201911031746NAAB","ETCA","Etelis carbunculus","EHU",32,1.226109832,"BFISH_2019_F",255.1176,"Big Island"
"15","10011","201911031746NAAB","ETCA","Etelis carbunculus","EHU",27,0.733250371,"BFISH_2019_F",255.1176,"Big Island"
"16","10011","201911031746NAAB","ETCA","Etelis carbunculus","EHU",21,0.342752891,"BFISH_2019_F",255.1176,"Big Island"
"17","10011","201911031746NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",255.1176,"Big Island"
"18","10027","201709080610MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",377,"Big Island"
"19","10027","201709080610MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",377,"Big Island"
"20","10045","201911031340NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",367.5888,"Big Island"
"21","10045","201911031340NAAB","POBE","Polymixia berndti","Deep sea Moi",NA,NA,"BFISH_2019_F",367.5888,"Big Island"
"22","10045","201911031340NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",367.5888,"Big Island"
"23","10075","201911031700NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",319.1256,"Big Island"
"24","10075","201911031700NAAB","ETCA","Etelis carbunculus","EHU",55,6.313686872,"BFISH_2019_F",319.1256,"Big Island"
"25","10075","201911031700NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",319.1256,"Big Island"
"26","10075","201911031700NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",319.1256,"Big Island"
"27","10075","201911031700NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",319.1256,"Big Island"
"28","10104","201709080852MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",381,"Big Island"
"29","10104","201709080852MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",381,"Big Island"
"30","10119","201911040844NAAB","ETCA","Etelis carbunculus","EHU",44,3.213907254,"BFISH_2019_F",330.0984,"Big Island"
"31","10119","201911040844NAAB","ETCA","Etelis carbunculus","EHU",25,0.580914219,"BFISH_2019_F",330.0984,"Big Island"
"32","10119","201911040844NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",330.0984,"Big Island"
"33","10119","201911040844NAAB","ETCA","Etelis carbunculus","EHU",23,0.451371332,"BFISH_2019_F",330.0984,"Big Island"
"34","10119","201911040844NAAB","BEDA","Beryx decadactylus","Al FONSIN",NA,NA,"BFISH_2019_F",330.0984,"Big Island"
"35","10119","201911040844NAAB","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",330.0984,"Big Island"
"36","10119","201911040844NAAB","ETCA","Etelis carbunculus","EHU",35,1.608034799,"BFISH_2019_F",330.0984,"Big Island"
"37","10119","201911040844NAAB","BEDA","Beryx decadactylus","Al FONSIN",NA,NA,"BFISH_2019_F",330.0984,"Big Island"
"38","10304","201808151146LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",338,"Maui Nui"
"39","10306","201808151100LANA","PUFF","Tetraodontid sp.","Puffer",NA,NA,"BFISH_2018_F",327,"Maui Nui"
"40","10315","201808150846LANA","SEDU","Seriola dumerili","Kahala",127,NA,"BFISH_2018_F",180,"Maui Nui"
"41","10315","201808150846LANA","SEDU","Seriola dumerili","Kahala",110,NA,"BFISH_2018_F",180,"Maui Nui"
"42","10315","201808150846LANA","PRSI","Pristipomoides sieboldii","Kalekale",35,NA,"BFISH_2018_F",180,"Maui Nui"
"43","10315","201808150846LANA","PRSI","Pristipomoides sieboldii","Kalekale",36,NA,"BFISH_2018_F",180,"Maui Nui"
"44","10315","201808150846LANA","HYQU","Hyporthodus quernus","Hapuupuu",84,NA,"BFISH_2018_F",180,"Maui Nui"
"45","10315","201808150846LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",180,"Maui Nui"
"46","10315","201808150846LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",180,"Maui Nui"
"47","10317","201709020813LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",163,"Maui Nui"
"48","10317","201709020813LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",163,"Maui Nui"
"49","10317","201709020813LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",163,"Maui Nui"
"50","10317","201709020813LANA","PRFI","Pristipomoides filamentosus","Opakapaka",57,NA,"BFISH_2017_F",163,"Maui Nui"
"51","10318","201609130722LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",149,"Maui Nui"
"52","10318","201609130722LANA","PRSI","Pristipomoides sieboldii","Kalekale",32.5,NA,"BFISH_2016_F",149,"Maui Nui"
"53","10321","201808150759LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",143,"Maui Nui"
"54","10392","201909221412LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",282.0924,"Maui Nui"
"55","10396","201808151009LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",136,"Maui Nui"
"56","1050","201911121650MIAB","ETCA","Etelis carbunculus","EHU",39,2.231038381,"BFISH_2019_F",228.3714,"Big Island"
"57","1050","201911121650MIAB","ETCA","Etelis carbunculus","EHU",31,1.113796955,"BFISH_2019_F",228.3714,"Big Island"
"58","1050","201911121650MIAB","PRSI","Pristipomoides sieboldii","KALE KALE",37,1.959433241,"BFISH_2019_F",228.3714,"Big Island"
"59","10510","201808150705LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",110,"Maui Nui"
"60","1052","201911121538MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",370.332,"Big Island"
"61","10553","201609130833LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",386,"Maui Nui"
"62","10553","201609130833LANA","SQMI","Squalus mitsukurii","Green eye shark",NA,NA,"BFISH_2016_F",386,"Maui Nui"
"63","10562","201808151242LANA","HYQU","Hyporthodus quernus","Hapuupuu",75,NA,"BFISH_2018_F",222,"Maui Nui"
"64","10562","201808151242LANA","SEDU","Seriola dumerili","Kahala",67,NA,"BFISH_2018_F",222,"Maui Nui"
"65","10562","201808151242LANA","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",222,"Maui Nui"
"66","10562","201808151242LANA","SEDU","Seriola dumerili","Kahala",72,NA,"BFISH_2018_F",222,"Maui Nui"
"67","10616","201808151345LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",358,"Maui Nui"
"68","10621","201709020924LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",256,"Maui Nui"
"69","10621","201709020924LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",256,"Maui Nui"
"70","1064","201809031235MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",381,"Big Island"
"71","10674","201611121325LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",361,"Maui Nui"
"72","10674","201611121325LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",361,"Maui Nui"
"73","1075","201709121045MIAB","PRSI","Pristipomoides sieboldii","Kalekale",33,NA,"BFISH_2017_F",216,"Big Island"
"74","1075","201709121045MIAB","PRSI","Pristipomoides sieboldii","Kalekale",33,NA,"BFISH_2017_F",216,"Big Island"
"75","1075","201709121045MIAB","PRSI","Pristipomoides sieboldii","Kalekale",36,NA,"BFISH_2017_F",216,"Big Island"
"76","1075","201709121045MIAB","SEDU","Seriola dumerili","Greater amberjack",NA,NA,"BFISH_2017_F",216,"Big Island"
"77","1075","201709121045MIAB","PRSI","Pristipomoides sieboldii","Kalekale",34,NA,"BFISH_2017_F",216,"Big Island"
"78","1075","201709121045MIAB","PRSI","Pristipomoides sieboldii","Kalekale",32,NA,"BFISH_2017_F",216,"Big Island"
"79","10782","201709041124LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",209,"Maui Nui"
"80","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",46,NA,"BFISH_2017_F",209,"Maui Nui"
"81","10782","201709041124LANA","SEDU","Seriola dumerili","Greater amberjack",96,NA,"BFISH_2017_F",209,"Maui Nui"
"82","10782","201709041124LANA","SEDU","Seriola dumerili","Greater amberjack",109,NA,"BFISH_2017_F",209,"Maui Nui"
"83","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",46.5,NA,"BFISH_2017_F",209,"Maui Nui"
"84","10782","201709041124LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",209,"Maui Nui"
"85","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",49,NA,"BFISH_2017_F",209,"Maui Nui"
"86","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",42.5,NA,"BFISH_2017_F",209,"Maui Nui"
"87","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",40,NA,"BFISH_2017_F",209,"Maui Nui"
"88","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",44,NA,"BFISH_2017_F",209,"Maui Nui"
"89","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",44.5,NA,"BFISH_2017_F",209,"Maui Nui"
"90","10782","201709041124LANA","PRFI","Pristipomoides filamentosus","Opakapaka",49.5,NA,"BFISH_2017_F",209,"Maui Nui"
"91","108","201911131325MIAB","PRSI","Pristipomoides sieboldii","KALE KALE",31,1.16636775,"BFISH_2019_F",158.8008,"Big Island"
"92","108","201911131325MIAB","PRSI","Pristipomoides sieboldii","KALE KALE",37,1.959433241,"BFISH_2019_F",158.8008,"Big Island"
"93","108","201911131325MIAB","PRSI","Pristipomoides sieboldii","KALE KALE",34,1.529182085,"BFISH_2019_F",158.8008,"Big Island"
"94","108","201911131325MIAB","PRSI","Pristipomoides sieboldii","KALE KALE",35,1.664832413,"BFISH_2019_F",158.8008,"Big Island"
"95","1082","201809031506MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",313,"Big Island"
"96","1088","201809031118MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",276,"Big Island"
"97","10882","201910051142LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",296.2656,"Maui Nui"
"98","10887","201609130922LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",382,"Maui Nui"
"99","10887","201609130922LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",382,"Maui Nui"
"100","10933","201910051051LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",306.324,"Maui Nui"
"101","10951","201808201516LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",145,"Maui Nui"
"102","10984","201809231631MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",279,"Maui Nui"
"103","10993","201611121219LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",388,"Maui Nui"
"104","10993","201611121219LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",388,"Maui Nui"
"105","11004","201709021010LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",319,"Maui Nui"
"106","11004","201709021010LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",319,"Maui Nui"
"107","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",55,NA,"BFISH_2017_F",191,"Maui Nui"
"108","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",49,NA,"BFISH_2017_F",191,"Maui Nui"
"109","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",56.5,NA,"BFISH_2017_F",191,"Maui Nui"
"110","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",50,NA,"BFISH_2017_F",191,"Maui Nui"
"111","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",56,NA,"BFISH_2017_F",191,"Maui Nui"
"112","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",50,NA,"BFISH_2017_F",191,"Maui Nui"
"113","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",57,NA,"BFISH_2017_F",191,"Maui Nui"
"114","11039","201709041237LANA","PRFI","Pristipomoides filamentosus","Opakapaka",50,NA,"BFISH_2017_F",191,"Maui Nui"
"115","11045","201809231527MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",246,"Maui Nui"
"116","1107","201709111530MIAB","ETCA","Etelis carbunculus","Ehu",46,NA,"BFISH_2017_F",279,"Big Island"
"117","1107","201709111530MIAB","PRSI","Pristipomoides sieboldii","Kalekale",33,NA,"BFISH_2017_F",279,"Big Island"
"118","1107","201709111530MIAB","ETCA","Etelis carbunculus","Ehu",35,NA,"BFISH_2017_F",279,"Big Island"
"119","11083","201909221311LANA","PORC","Tetraodontinae sp.","Balloon Fish (Pufferfish)",NA,NA,"BFISH_2019_F",203.454,"Maui Nui"
"120","11131","201809250923MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",354,"Maui Nui"
"121","11139","201611121121LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",294,"Maui Nui"
"122","11139","201611121121LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",294,"Maui Nui"
"123","11188","201910051240LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",256.032,"Maui Nui"
"124","11189","201609210849LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",258,"Maui Nui"
"125","11189","201609210849LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",258,"Maui Nui"
"126","11194","201709041016LANA","ETCO","Etelis coruscans","Onaga",56,NA,"BFISH_2017_F",293,"Maui Nui"
"127","11194","201709041016LANA","ETCA","Etelis carbunculus","Ehu",28.5,NA,"BFISH_2017_F",293,"Maui Nui"
"128","11194","201709041016LANA","ETCA","Etelis carbunculus","Ehu",49,NA,"BFISH_2017_F",293,"Maui Nui"
"129","11194","201709041016LANA","ETCO","Etelis coruscans","Onaga",61,NA,"BFISH_2017_F",293,"Maui Nui"
"130","11194","201709041016LANA","ETCO","Etelis coruscans","Onaga",56,NA,"BFISH_2017_F",293,"Maui Nui"
"131","11194","201709041016LANA","ETCO","Etelis coruscans","Onaga",52,NA,"BFISH_2017_F",293,"Maui Nui"
"132","11194","201709041016LANA","ETCO","Etelis coruscans","Onaga",56.5,NA,"BFISH_2017_F",293,"Maui Nui"
"133","11198","201709040923LANA","FISH","Teleost sp.","Bony fish sp.",57,NA,"BFISH_2017_F",265,"Maui Nui"
"134","11198","201709040923LANA","ETCA","Etelis carbunculus","Ehu",44.5,NA,"BFISH_2017_F",265,"Maui Nui"
"135","11198","201709040923LANA","ETCO","Etelis coruscans","Onaga",60,NA,"BFISH_2017_F",265,"Maui Nui"
"136","11198","201709040923LANA","ETCO","Etelis coruscans","Onaga",43.5,NA,"BFISH_2017_F",265,"Maui Nui"
"137","11203","201809250805MIAB","PRSI","Pristipomoides sieboldii","Kalekale",37,NA,"BFISH_2018_F",225,"Maui Nui"
"138","11203","201809250805MIAB","ETCA","Etelis carbunculus","Ehu",37,NA,"BFISH_2018_F",225,"Maui Nui"
"139","11203","201809250805MIAB","PRSI","Pristipomoides sieboldii","Kalekale",43,NA,"BFISH_2018_F",225,"Maui Nui"
"140","11203","201910050839LANA","SEDU","Seriola dumerili","KAHALA",NA,NA,"BFISH_2019_F",219.1512,"Maui Nui"
"141","11203","201910050839LANA","SEDU","Seriola dumerili","KAHALA",NA,NA,"BFISH_2019_F",219.1512,"Maui Nui"
"142","11203","201910050839LANA","SEDU","Seriola dumerili","KAHALA",NA,NA,"BFISH_2019_F",219.1512,"Maui Nui"
"143","11205","201910050948LANA","ETCA","Etelis carbunculus","EHU",39.5,2.318720236,"BFISH_2019_F",216.7128,"Maui Nui"
"144","11205","201910050948LANA","PRSI","Pristipomoides sieboldii","KALE KALE",31.5,1.222389358,"BFISH_2019_F",216.7128,"Maui Nui"
"145","11205","201910050948LANA","PRSI","Pristipomoides sieboldii","KALE KALE",34,1.529182085,"BFISH_2019_F",216.7128,"Maui Nui"
"146","11205","201910050948LANA","ERSC","Erythrocles scintillans","Golden Rover",NA,NA,"BFISH_2019_F",216.7128,"Maui Nui"
"147","11205","201910050948LANA","PRSI","Pristipomoides sieboldii","KALE KALE",29.5,1.008512226,"BFISH_2019_F",216.7128,"Maui Nui"
"148","11205","201910050948LANA","ETCA","Etelis carbunculus","EHU",41.5,2.69252089,"BFISH_2019_F",216.7128,"Maui Nui"
"149","11205","201910050948LANA","PRSI","Pristipomoides sieboldii","KALE KALE",25,0.620759139,"BFISH_2019_F",216.7128,"Maui Nui"
"150","11205","201910050948LANA","PRSI","Pristipomoides sieboldii","KALE KALE",33,1.401025011,"BFISH_2019_F",216.7128,"Maui Nui"
"151","11233","201808151442LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",386,"Maui Nui"
"152","1125","201709120931MIAB","PRFI","Pristipomoides filamentosus","Opakapaka",38,NA,"BFISH_2017_F",109,"Big Island"
"153","1125","201709120931MIAB","PRFI","Pristipomoides filamentosus","Opakapaka",39,NA,"BFISH_2017_F",109,"Big Island"
"154","1125","201709120931MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",109,"Big Island"
"155","1125","201709120931MIAB","PRFI","Pristipomoides filamentosus","Opakapaka",37,NA,"BFISH_2017_F",109,"Big Island"
"156","11276","201910051334LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",254.2032,"Maui Nui"
"157","11299","201809241709MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",78,"Maui Nui"
"158","1130","201809031613MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",310,"Big Island"
"159","11319","201911151400MIAB","HYQU","Hyporthodus quernus","Hapuupuu",59,8.647716097,"BFISH_2019_F",173.736,"Maui Nui"
"160","11335","201909221517LANA","ETCA","Etelis carbunculus","EHU",27.5,0.775115234,"BFISH_2019_F",277.9776,"Maui Nui"
"161","1134","201911121235MIAB","ETCA","Etelis carbunculus","EHU",38,2.062389572,"BFISH_2019_F",277.368,"Big Island"
"162","11410","201809241520MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",107,"Maui Nui"
"163","1142","201911120957MIAB","ETCA","Etelis carbunculus","EHU",41,2.595550548,"BFISH_2019_F",249.6312,"Big Island"
"164","1142","201911120957MIAB","ETCA","Etelis carbunculus","EHU",31,1.113796955,"BFISH_2019_F",249.6312,"Big Island"
"165","1142","201911120957MIAB","ETCA","Etelis carbunculus","EHU",39,2.231038381,"BFISH_2019_F",249.6312,"Big Island"
"166","1142","201911120957MIAB","POMA","Pontinus macrocephalus","HOGO",39,0,"BFISH_2019_F",249.6312,"Big Island"
"167","1142","201911120957MIAB","ETCA","Etelis carbunculus","EHU",26,0.65411618,"BFISH_2019_F",249.6312,"Big Island"
"168","1142","201911120957MIAB","ETCA","Etelis carbunculus","EHU",32,1.226109832,"BFISH_2019_F",249.6312,"Big Island"
"169","11435","201808201412LANA","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",237,"Maui Nui"
"170","11441","201909221219LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",135.7884,"Maui Nui"
"171","11443","201808201225LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",141,"Maui Nui"
"172","11465","201709041335LANA","ETCA","Etelis carbunculus","Ehu",32.5,NA,"BFISH_2017_F",241,"Maui Nui"
"173","11465","201709041335LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",241,"Maui Nui"
"174","11479","201910050728LANA","SEDU","Seriola dumerili","KAHALA",NA,NA,"BFISH_2019_F",224.4852,"Maui Nui"
"175","11479","201910050728LANA","ETCA","Etelis carbunculus","EHU",33.5,1.408416573,"BFISH_2019_F",224.4852,"Maui Nui"
"176","11479","201910050728LANA","ETCA","Etelis carbunculus","EHU",40.5,2.500946728,"BFISH_2019_F",224.4852,"Maui Nui"
"177","11479","201910050728LANA","ETCA","Etelis carbunculus","EHU",41.5,2.69252089,"BFISH_2019_F",224.4852,"Maui Nui"
"178","11479","201910050728LANA","ETCA","Etelis carbunculus","EHU",44,3.213907254,"BFISH_2019_F",224.4852,"Maui Nui"
"179","11479","201910050728LANA","ETCA","Etelis carbunculus","EHU",42.5,2.893679603,"BFISH_2019_F",224.4852,"Maui Nui"
"180","11479","201910050728LANA","ETCA","Etelis carbunculus","EHU",39.5,2.318720236,"BFISH_2019_F",224.4852,"Maui Nui"
"181","11516","201709070550MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",240,"Maui Nui"
"182","11516","201709070550MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",240,"Maui Nui"
"183","11564","201910051431LANA","ETCA","Etelis carbunculus","EHU",45.5,3.557034087,"BFISH_2019_F",204.1398,"Maui Nui"
"184","11564","201910051431LANA","ETCA","Etelis carbunculus","EHU",33,1.345763431,"BFISH_2019_F",204.1398,"Maui Nui"
"185","11564","201910051431LANA","ETCA","Etelis carbunculus","EHU",44,3.213907254,"BFISH_2019_F",204.1398,"Maui Nui"
"186","11564","201910051431LANA","PRSI","Pristipomoides sieboldii","KALE KALE",39,2.286464403,"BFISH_2019_F",204.1398,"Maui Nui"
"187","11564","201910051431LANA","PRSI","Pristipomoides sieboldii","KALE KALE",36.5,1.882806527,"BFISH_2019_F",204.1398,"Maui Nui"
"188","11564","201910051431LANA","ETCA","Etelis carbunculus","EHU",34.5,1.539522791,"BFISH_2019_F",204.1398,"Maui Nui"
"189","11564","201910051431LANA","PRFI","Pristipomoides filamentosus","Opakapaka",57,7.052372866,"BFISH_2019_F",204.1398,"Maui Nui"
"190","11564","201910051431LANA","ETCA","Etelis carbunculus","EHU",24,0.513410514,"BFISH_2019_F",204.1398,"Maui Nui"
"191","11564","201910051431LANA","ETCA","Etelis carbunculus","EHU",40.5,2.500946728,"BFISH_2019_F",204.1398,"Maui Nui"
"192","1162","201709111405MIAB","ARBR","Ariomma brevimanus","Indian driftfish",47,NA,"BFISH_2017_F",226,"Big Island"
"193","1162","201709111405MIAB","ETCA","Etelis carbunculus","Ehu",47,NA,"BFISH_2017_F",226,"Big Island"
"194","1162","201709111405MIAB","PRSI","Pristipomoides sieboldii","Kalekale",33,NA,"BFISH_2017_F",226,"Big Island"
"195","1162","201709111405MIAB","ETCA","Etelis carbunculus","Ehu",26,NA,"BFISH_2017_F",226,"Big Island"
"196","1162","201709111405MIAB","ETCA","Etelis carbunculus","Ehu",32,NA,"BFISH_2017_F",226,"Big Island"
"197","1162","201709111405MIAB","ETCA","Etelis carbunculus","Ehu",45,NA,"BFISH_2017_F",226,"Big Island"
"198","1163","201809031345MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",213,"Big Island"
"199","11639","201808201140LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",126,"Maui Nui"
"200","11661","201709041423LANA","PRFI","Pristipomoides filamentosus","Opakapaka",60,NA,"BFISH_2017_F",172,"Maui Nui"
"201","11661","201709041423LANA","PRFI","Pristipomoides filamentosus","Opakapaka",55,NA,"BFISH_2017_F",172,"Maui Nui"
"202","11661","201709041423LANA","PRFI","Pristipomoides filamentosus","Opakapaka",53,NA,"BFISH_2017_F",172,"Maui Nui"
"203","11661","201709041423LANA","PRFI","Pristipomoides filamentosus","Opakapaka",53.5,NA,"BFISH_2017_F",172,"Maui Nui"
"204","11661","201709041423LANA","PRFI","Pristipomoides filamentosus","Opakapaka",51,NA,"BFISH_2017_F",172,"Maui Nui"
"205","11665","201809231412MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",262,"Maui Nui"
"206","11669","201910050633LANA","ETCA","Etelis carbunculus","EHU",34,1.472993206,"BFISH_2019_F",252.6792,"Maui Nui"
"207","11669","201910050633LANA","SQSP","Squalus sp.","Green Eye Shark",NA,NA,"BFISH_2019_F",252.6792,"Maui Nui"
"208","1168","201709111240MIAB","LUKA","Lutjanus kasmira","Bluestripe snapper",24,NA,"BFISH_2017_F",139,"Big Island"
"209","1168","201709111240MIAB","PRSI","Pristipomoides sieboldii","Kalekale",35,NA,"BFISH_2017_F",139,"Big Island"
"210","1168","201709111240MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",139,"Big Island"
"211","11731","201609131118LANA","ETCA","Etelis carbunculus","Ehu",32.5,NA,"BFISH_2016_F",252,"Maui Nui"
"212","11731","201609131118LANA","ETCA","Etelis carbunculus","Ehu",33.5,NA,"BFISH_2016_F",252,"Maui Nui"
"213","11731","201609131118LANA","ETCA","Etelis carbunculus","Ehu",37,NA,"BFISH_2016_F",252,"Maui Nui"
"214","11772","201809231248MIAB","PRZO","Pristipomoides zonatus","Gindai",40,NA,"BFISH_2018_F",188,"Maui Nui"
"215","11772","201809231248MIAB","PRZO","Pristipomoides zonatus","Gindai",30,NA,"BFISH_2018_F",188,"Maui Nui"
"216","11772","201809231248MIAB","ETCA","Etelis carbunculus","Ehu",36,NA,"BFISH_2018_F",188,"Maui Nui"
"217","11817","201709070652MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",302,"Maui Nui"
"218","11817","201709070652MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",302,"Maui Nui"
"219","11833","201709011738LANA","ETCA","Etelis carbunculus","Ehu",21.5,NA,"BFISH_2017_F",264,"Maui Nui"
"220","11833","201709011738LANA","ETCA","Etelis carbunculus","Ehu",34.5,NA,"BFISH_2017_F",264,"Maui Nui"
"221","11839","201709051727LANA","PRFI","Pristipomoides filamentosus","Opakapaka",52.5,NA,"BFISH_2017_F",160,"Maui Nui"
"222","11839","201709051727LANA","PRFI","Pristipomoides filamentosus","Opakapaka",52,NA,"BFISH_2017_F",160,"Maui Nui"
"223","11839","201709051727LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",160,"Maui Nui"
