"","PSU","SAMPLE_ID","SPECIES_CD","SCIENTIFIC_NAME","COMMON_NAME","LENGTH_CM","WEIGHT_LB","BFISH","SAMPLE_MEAN_DEPTH_M","Island"
"818","16709","201609221517LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",95,"Maui Nui"
"819","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"820","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"821","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"822","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"823","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"824","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"825","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"826","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"827","16720","201808211159LANA","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",112,"Maui Nui"
"828","16805","201709201627LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",94,"Maui Nui"
"829","16805","201709201627LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",94,"Maui Nui"
"830","16832","201808270820LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",72,"Maui Nui"
"831","169","201602271432NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_S",149,"Big Island"
"832","169","201602271432NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_S",149,"Big Island"
"833","16904","201808210916LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",79,"Maui Nui"
"834","16914","201808211107LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",102,"Maui Nui"
"835","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",42,NA,"BFISH_2016_F",94,"Maui Nui"
"836","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",38.5,NA,"BFISH_2016_F",94,"Maui Nui"
"837","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",38,NA,"BFISH_2016_F",94,"Maui Nui"
"838","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",34,NA,"BFISH_2016_F",94,"Maui Nui"
"839","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",35.5,NA,"BFISH_2016_F",94,"Maui Nui"
"840","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",38,NA,"BFISH_2016_F",94,"Maui Nui"
"841","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",34.5,NA,"BFISH_2016_F",94,"Maui Nui"
"842","16916","201609221614LANA","PRFI","Pristipomoides filamentosus","Opakapaka",35.5,NA,"BFISH_2016_F",94,"Maui Nui"
"843","16924","201709211007LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",77,"Maui Nui"
"844","16924","201709211007LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",77,"Maui Nui"
"845","16975","201910090900EDEB","SQSP","Squalus sp.","Green Eye Shark",40,0,"BFISH_2019_F",364.8456,"Maui Nui"
"846","16975","201910090900EDEB","SQSP","Squalus sp.","Green Eye Shark",45,0,"BFISH_2019_F",364.8456,"Maui Nui"
"847","16975","201910090900EDEB","POBE","Polymixia berndti","Deep sea Moi",NA,NA,"BFISH_2019_F",364.8456,"Maui Nui"
"848","1700","201609261635MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",383,"Big Island"
"849","1700","201609261635MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",383,"Big Island"
"850","1704","201810100922MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",123,"Big Island"
"851","17066","201911140745MIAB","ETCA","Etelis carbunculus","EHU",35,1.608034799,"BFISH_2019_F",243.2304,"Maui Nui"
"852","17066","201911140745MIAB","ETCA","Etelis carbunculus","EHU",39,2.231038381,"BFISH_2019_F",243.2304,"Maui Nui"
"853","17066","201911140745MIAB","ETCA","Etelis carbunculus","EHU",35,1.608034799,"BFISH_2019_F",243.2304,"Maui Nui"
"854","17066","201911140745MIAB","ETCA","Etelis carbunculus","EHU",34,1.472993206,"BFISH_2019_F",243.2304,"Maui Nui"
"855","17117","201808211347LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",75,"Maui Nui"
"856","17155","201709071750MIAB","PRFI","Pristipomoides filamentosus","Opakapaka",56,NA,"BFISH_2017_F",91,"Maui Nui"
"857","17155","201709071750MIAB","PRFI","Pristipomoides filamentosus","Opakapaka",53,NA,"BFISH_2017_F",91,"Maui Nui"
"858","17155","201709071750MIAB","PRFI","Pristipomoides filamentosus","Opakapaka",47,NA,"BFISH_2017_F",91,"Maui Nui"
"859","17278","201709201716LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",72,"Maui Nui"
"860","17278","201709201716LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",72,"Maui Nui"
"861","17278","201709201716LANA","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",72,"Maui Nui"
"862","17290","201808211255LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",73,"Maui Nui"
"863","17334","201609160914LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",388,"Maui Nui"
"864","17334","201609160914LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",388,"Maui Nui"
"865","1734","201609161518NAAB","ETCA","Etelis carbunculus","Ehu",36,NA,"BFISH_2016_F",214,"Big Island"
"866","1734","201609161518NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",214,"Big Island"
"867","1734","201609161518NAAB","ETCA","Etelis carbunculus","Ehu",38,NA,"BFISH_2016_F",214,"Big Island"
"868","17407","201911140631MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",101.9556,"Maui Nui"
"869","17416","201710250910EDEB","POBE","Polymixia berndti","Beardfish",12.5,NA,"BFISH_2017_F",279,"Maui Nui"
"870","17416","201710250910EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",279,"Maui Nui"
"871","1750","201911111530MIAB","PRZO","Pristipomoides zonatus","GINDAI",28,1.066696481,"BFISH_2019_F",169.6212,"Big Island"
"872","1750","201911111530MIAB","PRZO","Pristipomoides zonatus","GINDAI",36,2.188189353,"BFISH_2019_F",169.6212,"Big Island"
"873","17551","201609160822LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",389,"Maui Nui"
"874","17551","201609160822LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",389,"Maui Nui"
"875","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",41,NA,"BFISH_2017_F",112,"Maui Nui"
"876","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",42.5,NA,"BFISH_2017_F",112,"Maui Nui"
"877","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",50,NA,"BFISH_2017_F",112,"Maui Nui"
"878","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",48,NA,"BFISH_2017_F",112,"Maui Nui"
"879","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",48,NA,"BFISH_2017_F",112,"Maui Nui"
"880","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",46.5,NA,"BFISH_2017_F",112,"Maui Nui"
"881","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",45.5,NA,"BFISH_2017_F",112,"Maui Nui"
"882","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",45.5,NA,"BFISH_2017_F",112,"Maui Nui"
"883","17561","201710250804EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",41,NA,"BFISH_2017_F",112,"Maui Nui"
"884","17698","201910091209EDEB","POBE","Polymixia berndti","Deep sea Moi",12,0,"BFISH_2019_F",340.1568,"Maui Nui"
"885","17698","201910091209EDEB","SQSP","Squalus sp.","Green Eye Shark",45,0,"BFISH_2019_F",340.1568,"Maui Nui"
"886","17698","201910091209EDEB","SQSP","Squalus sp.","Green Eye Shark",45,0,"BFISH_2019_F",340.1568,"Maui Nui"
"887","17698","201910091209EDEB","ETCO","Etelis coruscans","Onaga",75,13.61085827,"BFISH_2019_F",340.1568,"Maui Nui"
"888","17704","201910091012EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",224.028,"Maui Nui"
"889","1776","201609161622NAAB","ETCA","Etelis carbunculus","Ehu",31,NA,"BFISH_2016_F",226,"Big Island"
"890","1776","201609161622NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",226,"Big Island"
"891","17779","201810040703EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",79,"Maui Nui"
"892","17848","201710250703EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",45,NA,"BFISH_2017_F",115,"Maui Nui"
"893","17848","201710250703EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",45,NA,"BFISH_2017_F",115,"Maui Nui"
"894","17848","201710250703EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",42,NA,"BFISH_2017_F",115,"Maui Nui"
"895","17848","201710250703EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",46.5,NA,"BFISH_2017_F",115,"Maui Nui"
"896","17848","201710250703EDEB","PRFI","Pristipomoides filamentosus","Opakapaka",44.5,NA,"BFISH_2017_F",115,"Maui Nui"
"897","17848","201710250703EDEB","LUKA","Lutjanus kasmira","Bluestripe snapper",23.5,NA,"BFISH_2017_F",115,"Maui Nui"
"898","17907","201610091452JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",372,"Maui Nui"
"899","17907","201610091452JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",372,"Maui Nui"
"900","17911","201708270747ROMO","ETCO","Etelis coruscans","Onaga",50,NA,"BFISH_2017_F",336,"Maui Nui"
"901","17911","201708270747ROMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",336,"Maui Nui"
"902","17911","201708270747ROMO","EUIL","Eumegistus illustris","Monchong",66,NA,"BFISH_2017_F",336,"Maui Nui"
"903","17999","201610091342JOMO","PRZO","Pristipomoides zonatus","Gindai",34,NA,"BFISH_2016_F",218,"Maui Nui"
"904","17999","201610091342JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",218,"Maui Nui"
"905","18005","201810040944EDEB","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",301,"Maui Nui"
"906","1805","201602281752NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_S",134,"Big Island"
"907","1805","201602281752NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_S",134,"Big Island"
"908","18104","201910091101EDEB","SHAR","Shark","SHARK",NA,NA,"BFISH_2019_F",78.6384,"Maui Nui"
"909","1834","201709161354NAAB","SEDU","Seriola dumerili","Greater amberjack",68,NA,"BFISH_2017_F",305,"Big Island"
"910","1834","201709161354NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",305,"Big Island"
"911","1834","201709161354NAAB","SEDU","Seriola dumerili","Greater amberjack",66,NA,"BFISH_2017_F",305,"Big Island"
"912","1835","201910271228NAAB","SEDU","Seriola dumerili","KAHALA",NA,NA,"BFISH_2019_F",240.4872,"Big Island"
"913","1835","201910271228NAAB","ETCA","Etelis carbunculus","EHU",21,0.342752891,"BFISH_2019_F",240.4872,"Big Island"
"914","1835","201910271228NAAB","ETCA","Etelis carbunculus","EHU",26,0.65411618,"BFISH_2019_F",240.4872,"Big Island"
"915","1835","201910271228NAAB","ETCA","Etelis carbunculus","EHU",38,2.062389572,"BFISH_2019_F",240.4872,"Big Island"
"916","1835","201910271228NAAB","ETCA","Etelis carbunculus","EHU",29,0.910252504,"BFISH_2019_F",240.4872,"Big Island"
"917","1835","201910271228NAAB","ETCA","Etelis carbunculus","EHU",43,2.997927234,"BFISH_2019_F",240.4872,"Big Island"
"918","1835","201910271228NAAB","SEDU","Seriola dumerili","KAHALA",NA,NA,"BFISH_2019_F",240.4872,"Big Island"
"919","18356","201710010542JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",301,"Maui Nui"
"920","18356","201710010542JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",301,"Maui Nui"
"921","18454","201710010628JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",138,"Maui Nui"
"922","18454","201710010628JOMO","PRFI","Pristipomoides filamentosus","Opakapaka",48,NA,"BFISH_2017_F",138,"Maui Nui"
"923","18470","201910070846ROMO","SEDU","Seriola dumerili","KAHALA",54,0,"BFISH_2019_F",120.2436,"Maui Nui"
"924","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",47,4.009001479,"BFISH_2019_F",120.2436,"Maui Nui"
"925","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opaka Opaka",50,4.805270732,"BFISH_2019_F",120.2436,"Maui Nui"
"926","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",53,5.699193922,"BFISH_2019_F",120.2436,"Maui Nui"
"927","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",58,7.420802164,"BFISH_2019_F",120.2436,"Maui Nui"
"928","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",52,5.390033676,"BFISH_2019_F",120.2436,"Maui Nui"
"929","18470","201910070846ROMO","APVI","Aprion virescens","UKU",60,6.783253542,"BFISH_2019_F",120.2436,"Maui Nui"
"930","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",53,5.699193922,"BFISH_2019_F",120.2436,"Maui Nui"
"931","18470","201910070846ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",50,4.805270732,"BFISH_2019_F",120.2436,"Maui Nui"
"932","18547","201910071124ROMO","SEDU","Seriola dumerili","KAHALA",57,0,"BFISH_2019_F",127.4064,"Maui Nui"
"933","18547","201910071124ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",54,6.019807687,"BFISH_2019_F",127.4064,"Maui Nui"
"934","18547","201910071124ROMO","APVI","Aprion virescens","UKU",68,9.757935226,"BFISH_2019_F",127.4064,"Maui Nui"
"935","1856","201609170703NAAB","ERSC","Erythrocles scintillans","Golden rover",40,NA,"BFISH_2016_F",349,"Big Island"
"936","1856","201609170703NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",349,"Big Island"
"937","18568","201610091112JOMO","PRSI","Pristipomoides sieboldii","Kalekale",31,NA,"BFISH_2016_F",238,"Maui Nui"
"938","18568","201610091112JOMO","ETCA","Etelis carbunculus","Ehu",37,NA,"BFISH_2016_F",238,"Maui Nui"
"939","18568","201610091112JOMO","ETCA","Etelis carbunculus","Ehu",35.5,NA,"BFISH_2016_F",238,"Maui Nui"
"940","18568","201610091112JOMO","SEDU","Seriola dumerili","Greater amberjack",67,NA,"BFISH_2016_F",238,"Maui Nui"
"941","18568","201610091112JOMO","PRZO","Pristipomoides zonatus","Gindai",37,NA,"BFISH_2016_F",238,"Maui Nui"
"942","18574","201810041039EDEB","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",310,"Maui Nui"
"943","18577","201910091334EDEB","SQSP","Squalus sp.","Green Eye Shark",50,0,"BFISH_2019_F",262.89,"Maui Nui"
"944","18646","201810071158JOMO","XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",26,NA,"BFISH_2018_F",122,"Maui Nui"
"945","1870","201810100743MIAB","SEDU","Seriola dumerili","kahala",NA,NA,"BFISH_2018_F",167,"Big Island"
"946","1870","201810100743MIAB","ETCA","Etelis carbunculus","Ehu",36,NA,"BFISH_2018_F",167,"Big Island"
"947","1870","201810100743MIAB","PRZO","Pristipomoides zonatus","Gindai",23,NA,"BFISH_2018_F",167,"Big Island"
"948","18778","201708271003ROMO","PRFI","Pristipomoides filamentosus","Opakapaka",52,NA,"BFISH_2017_F",103,"Maui Nui"
"949","18778","201708271003ROMO","APVI","Aprion virescens","Green jobfish",62,NA,"BFISH_2017_F",103,"Maui Nui"
"950","18789","201810041132EDEB","SHAR","Carcharinid sp.","Reef Shark",NA,NA,"BFISH_2018_F",97,"Maui Nui"
"951","18789","201810041132EDEB","LIZA","Synodus sp.","Lizard Fish",17.3,NA,"BFISH_2018_F",97,"Maui Nui"
"952","18789","201810041132EDEB","SHAR","Carcharinid sp.","Reef Shark",NA,NA,"BFISH_2018_F",97,"Maui Nui"
"953","1891","201709101520MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",259,"Big Island"
"954","1891","201709101520MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",259,"Big Island"
"955","19004","201810041220EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",192,"Maui Nui"
"956","19071","201810071107JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",258,"Maui Nui"
"957","19105","201708271108ROMO","APVI","Aprion virescens","Green jobfish",50,NA,"BFISH_2017_F",70,"Maui Nui"
"958","19105","201708271108ROMO","APVI","Aprion virescens","Green jobfish",48,NA,"BFISH_2017_F",70,"Maui Nui"
"959","19105","201708271108ROMO","APVI","Aprion virescens","Green jobfish",48,NA,"BFISH_2017_F",70,"Maui Nui"
"960","19105","201708271108ROMO","CAOR","Carangoides orthogrammus","Island trevally",41.5,NA,"BFISH_2017_F",70,"Maui Nui"
"961","19105","201708271108ROMO","ELBI","Elagatis bipinnulata","Rainbow runner",52,NA,"BFISH_2017_F",70,"Maui Nui"
"962","19105","201708271108ROMO","ELBI","Elagatis bipinnulata","Rainbow runner",59,NA,"BFISH_2017_F",70,"Maui Nui"
"963","19105","201708271108ROMO","CAOR","Carangoides orthogrammus","Island trevally",39,NA,"BFISH_2017_F",70,"Maui Nui"
"964","19105","201708271108ROMO","CAOR","Carangoides orthogrammus","Island trevally",52,NA,"BFISH_2017_F",70,"Maui Nui"
"965","19105","201708271108ROMO","ELBI","Elagatis bipinnulata","Rainbow runner",67,NA,"BFISH_2017_F",70,"Maui Nui"
"966","19105","201708271108ROMO","APVI","Aprion virescens","Green jobfish",54,NA,"BFISH_2017_F",70,"Maui Nui"
"967","19114","201910091425EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",255.5748,"Maui Nui"
"968","19179","201808170856LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",279,"Maui Nui"
"969","1921","201709161453NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",134,"Big Island"
"970","1921","201709161453NAAB","SEDU","Seriola dumerili","Greater amberjack",NA,NA,"BFISH_2017_F",134,"Big Island"
"971","19418","201910040713LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",166.878,"Maui Nui"
"972","19422","201610070801LANA","SQMI","Squalus mitsukurii","Green eye shark",NA,NA,"BFISH_2016_F",368,"Maui Nui"
"973","19422","201610070801LANA","SQMI","Squalus mitsukurii","Green eye shark",NA,NA,"BFISH_2016_F",368,"Maui Nui"
"974","19422","201610070801LANA","SQMI","Squalus mitsukurii","Green eye shark",NA,NA,"BFISH_2016_F",368,"Maui Nui"
"975","19465","201910070648ROMO","SEDU","Seriola dumerili","KAHALA",55,0,"BFISH_2019_F",204.5208,"Maui Nui"
"976","19465","201910070648ROMO","PRZO","Pristipomoides zonatus","GINDAI",25,0.771483311,"BFISH_2019_F",204.5208,"Maui Nui"
"977","19465","201910070648ROMO","ETCA","Etelis carbunculus","EHU",38,2.062389572,"BFISH_2019_F",204.5208,"Maui Nui"
"978","19465","201910070648ROMO","ETCA","Etelis carbunculus","EHU",34,1.472993206,"BFISH_2019_F",204.5208,"Maui Nui"
"979","19465","201910070648ROMO","PRSI","Pristipomoides sieboldii","KALE KALE",22,0.42672326,"BFISH_2019_F",204.5208,"Maui Nui"
"980","19465","201910070648ROMO","APVI","Aprion virescens","UKU",58,6.147011769,"BFISH_2019_F",204.5208,"Maui Nui"
"981","19465","201910070648ROMO","PRSI","Pristipomoides sieboldii","KALE KALE",26,0.696409798,"BFISH_2019_F",204.5208,"Maui Nui"
"982","19465","201910070648ROMO","CAOR","Carangoides orthogrammus","Papa Papio",71,0,"BFISH_2019_F",204.5208,"Maui Nui"
"983","19465","201910070648ROMO","ETCA","Etelis carbunculus","EHU",50,4.731826083,"BFISH_2019_F",204.5208,"Maui Nui"
"984","19465","201910070648ROMO","ETCA","Etelis carbunculus","EHU",29,0.910252504,"BFISH_2019_F",204.5208,"Maui Nui"
"985","19600","201610040630JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",129,"Maui Nui"
"986","19600","201610040630JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",129,"Maui Nui"
"987","1965","201602281643NAAB","SEDU","Seriola dumerili","Greater amberjack",69,NA,"BFISH_2016_S",138,"Big Island"
"988","1965","201602281643NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_S",138,"Big Island"
"989","1965","201602281643NAAB","EUAF","Euthynnus affinis","Kawakawa",33,NA,"BFISH_2016_S",138,"Big Island"
"990","19688","201808170952LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",195,"Maui Nui"
"991","19699","201810071014JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",375,"Maui Nui"
"992","19754","201810041316EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",238,"Maui Nui"
"993","19784","201809031157LANA","CAME","Caranx melampygus","Omilu",60.5,NA,"BFISH_2018_F",97,"Maui Nui"
"994","1980","201810100631MIAB","SEDU","Seriola dumerili","kahala",NA,NA,"BFISH_2018_F",121,"Big Island"
"995","1980","201810100631MIAB","SEDU","Seriola dumerili","kahala",NA,NA,"BFISH_2018_F",121,"Big Island"
"996","1980","201810100631MIAB","SEDU","Seriola dumerili","kahala",NA,NA,"BFISH_2018_F",121,"Big Island"
"997","1980","201810100631MIAB","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",121,"Big Island"
"998","1980","201810100631MIAB","LUKA","Lutjanus kasmira","Taape",NA,NA,"BFISH_2018_F",121,"Big Island"
"999","19917","201910081507EDEB","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",162.7632,"Maui Nui"
"1000","19963","201809031316LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",72,"Maui Nui"
"1001","2008","201909220907NAAB","ERSC","Erythrocles scintillans","Golden Kale Kale",34,0,"BFISH_2019_F",255.84912,"Big Island"
"1002","2008","201909220907NAAB","ETCA","Etelis carbunculus","EHU",27,0.733250371,"BFISH_2019_F",255.84912,"Big Island"
"1003","2008","201909220907NAAB","ETCA","Etelis carbunculus","EHU",34,1.472993206,"BFISH_2019_F",255.84912,"Big Island"
"1004","2008","201909220907NAAB","SEDU","Seriola dumerili","KAHALA",62,0,"BFISH_2019_F",255.84912,"Big Island"
"1005","2008","201909220907NAAB","ETCA","Etelis carbunculus","EHU",33,1.345763431,"BFISH_2019_F",255.84912,"Big Island"
"1006","2008","201909220907NAAB","ETCA","Etelis carbunculus","EHU",33,1.345763431,"BFISH_2019_F",255.84912,"Big Island"
"1007","2008","201909220907NAAB","ETCA","Etelis carbunculus","EHU",30,1.008589535,"BFISH_2019_F",255.84912,"Big Island"
"1008","20146","201709061740MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",101,"Maui Nui"
"1009","20146","201709061740MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",101,"Maui Nui"
"1010","20251","201708271238ROMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",134,"Maui Nui"
"1011","20251","201708271238ROMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",134,"Maui Nui"
"1012","20267","201610040807JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",379,"Maui Nui"
"1013","20267","201610040807JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",379,"Maui Nui"
"1014","2039","201709161540NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",373,"Big Island"
"1015","2039","201709161540NAAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",373,"Big Island"
"1016","20391","201910040902LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",121.0056,"Maui Nui"
"1017","20401","201808171038LANA","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",328,"Maui Nui"
"1018","20401","201808171038LANA","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",328,"Maui Nui"
"1019","20401","201808171038LANA","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",328,"Maui Nui"
"1020","20401","201808171038LANA","SQSP","Squalus sp.","Green eye shark",NA,NA,"BFISH_2018_F",328,"Maui Nui"
"1021","2052","201609270841MIAB","ETCA","Etelis carbunculus","Ehu",43,NA,"BFISH_2016_F",219,"Big Island"
"1022","2052","201609270841MIAB","ETCA","Etelis carbunculus","Ehu",47,NA,"BFISH_2016_F",219,"Big Island"
"1023","20593","201610070702LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",184,"Maui Nui"
"1024","20593","201610070702LANA","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",184,"Maui Nui"
"1025","20604","201610090822JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",278,"Maui Nui"
"1026","20604","201610090822JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",278,"Maui Nui"
"1027","20605","201710010736JOMO","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",165,"Maui Nui"
"1028","20605","201710010736JOMO","PRFI","Pristipomoides filamentosus","Opakapaka",47,NA,"BFISH_2017_F",165,"Maui Nui"
"1029","20605","201710010736JOMO","PRFI","Pristipomoides filamentosus","Opakapaka",59,NA,"BFISH_2017_F",165,"Maui Nui"
"1030","2072","201709101309MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",83,"Big Island"
"1031","2072","201709101309MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2017_F",83,"Big Island"
"1032","20733","201809031056LANA","NONE","NONE","NONE",NA,NA,"BFISH_2018_F",214,"Maui Nui"
"1033","2074","201609270624MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",246,"Big Island"
"1034","2074","201609270624MIAB","ETCA","Etelis carbunculus","Ehu",30,NA,"BFISH_2016_F",246,"Big Island"
"1035","2074","201609270624MIAB","ETCA","Etelis carbunculus","Ehu",31,NA,"BFISH_2016_F",246,"Big Island"
"1036","2075","201609270730MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",389,"Big Island"
"1037","2075","201609270730MIAB","NONE","NONE","NONE",NA,NA,"BFISH_2016_F",389,"Big Island"
"1038","20796","201910040811LANA","NONE","NONE","NONE",NA,NA,"BFISH_2019_F",229.5144,"Maui Nui"
"1039","20846","201609041311JOMO","SEDU","Seriola dumerili","Greater amberjack",64,NA,"BFISH_2016_F",147,"Maui Nui"
"1040","20846","201609041311JOMO","SEDU","Seriola dumerili","Greater amberjack",67,NA,"BFISH_2016_F",147,"Maui Nui"
"1041","20846","201609041311JOMO","SEDU","Seriola dumerili","Greater amberjack",70,NA,"BFISH_2016_F",147,"Maui Nui"
"1042","2095","201709101152MIAB","PRSI","Pristipomoides sieboldii","Kalekale",34,NA,"BFISH_2017_F",229,"Big Island"
